,row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,city,country,state,region,postal_code,product_name,sub-category,category
2276,8368,CA-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035,OFF-PA-10000174,20.56,2,0.0,9.6632,Lisa Ryan,Corporate,Philadelphia,United States,Pennsylvania,East,19134,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Paper,Office Supplies
3975,8369,CA-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035,OFF-BI-10004308,83.92,5,0.2,31.47,Lisa Ryan,Corporate,Philadelphia,United States,Pennsylvania,East,19134,Avery Legal 4-Ring Binder,Binders,Office Supplies
3121,8370,CA-2016-118745,6/11/2016,6/16/2016,Standard Class,SV-20365,FUR-TA-10003473,902.712,3,0.2,33.8517,Seth Vernon,Consumer,Dover,United States,Delaware,East,19901,Bretford Rectangular Conference Table Tops,Tables,Furniture
9208,8371,CA-2016-163972,10/17/2016,10/21/2016,Standard Class,MG-17890,FUR-BO-10003894,120.666,2,0.15,21.294,Michael Granlund,Home Office,Clinton,United States,Maryland,East,20735,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Bookcases,Furniture
3451,8372,CA-2014-165393,12/27/2014,12/30/2014,First Class,NC-18415,OFF-BI-10001658,4.984,1,0.8,-8.4728,Nathan Cano,Consumer,Jacksonville,United States,North Carolina,South,28540,GBC Standard Therm-A-Bind Covers,Binders,Office Supplies
9046,8373,CA-2016-113726,11/24/2016,12/1/2016,Standard Class,SC-20680,FUR-FU-10003535,82.26,3,0.0,33.7266,Steve Carroll,Home Office,Columbus,United States,Georgia,South,31907,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,Furniture
3556,8374,CA-2016-152940,11/10/2016,11/13/2016,First Class,RO-19780,OFF-ST-10000352,29.74,1,0.0,4.461,Rose O'Brian,Consumer,Memphis,United States,Tennessee,South,38109,Acco Perma 2700 Stacking Storage Drawers,Storage,Office Supplies
1070,8375,CA-2015-158701,1/5/2015,1/10/2015,Standard Class,JL-15175,OFF-AP-10004859,87.36,6,0.0,23.5872,James Lanier,Home Office,Columbia,United States,Tennessee,South,38401,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,Office Supplies
9479,8376,CA-2015-158701,1/5/2015,1/10/2015,Standard Class,JL-15175,OFF-BI-10001294,56.16,6,0.2,17.55,James Lanier,Home Office,Columbia,United States,Tennessee,South,38401,Fellowes Binding Cases,Binders,Office Supplies
5417,8377,CA-2017-156272,3/21/2017,3/27/2017,Standard Class,PW-19030,OFF-AP-10001242,64.384,1,0.2,8.048,Pauline Webber,Corporate,Richmond,United States,Kentucky,South,40475,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,Office Supplies
380,8378,CA-2015-162964,11/12/2015,11/18/2015,Standard Class,MF-18250,OFF-ST-10002344,64.78399999999999,1,0.2,-14.5764,Monica Federle,Corporate,Los Angeles,United States,California,West,90036,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage,Office Supplies
3438,8379,CA-2015-162964,11/12/2015,11/18/2015,Standard Class,MF-18250,OFF-PA-10003349,15.552,3,0.2,5.6376,Monica Federle,Corporate,Los Angeles,United States,California,West,90036,Xerox 1957,Paper,Office Supplies
3416,8380,CA-2015-162964,11/12/2015,11/18/2015,Standard Class,MF-18250,OFF-EN-10003055,223.888,7,0.2,69.965,Monica Federle,Corporate,Los Angeles,United States,California,West,90036,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,Office Supplies
8853,8381,CA-2014-103527,9/9/2014,9/14/2014,Second Class,CC-12220,OFF-PA-10001622,10.896,3,0.2,3.405,Chris Cortes,Consumer,La Porte,United States,Indiana,Central,46350,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Paper,Office Supplies
1910,8382,CA-2016-134544,3/17/2016,3/19/2016,Second Class,AC-10660,TEC-PH-10003800,84.78399999999999,2,0.2,-20.1362,Anna Chung,Consumer,Huntsville,United States,Texas,Central,77340,i.Sound Portable Power - 8000 mAh,Phones,Technology
2842,8383,CA-2016-163048,2/8/2016,2/15/2016,Standard Class,MH-17440,FUR-CH-10001270,241.5,4,0.3,0.0,Mark Haberlin,Corporate,New York City,United States,New York,East,10035,Harbour Creations Steel Folding Chair,Chairs,Furniture
9676,8384,CA-2016-145135,11/26/2016,11/28/2016,First Class,CD-12790,TEC-AC-10003447,59.97,3,0.0,14.9925,Cynthia Delaney,Home Office,San Diego,United States,California,West,92037,Micropad Numeric Keypads,Accessories,Technology
6847,8385,CA-2016-145135,11/26/2016,11/28/2016,First Class,CD-12790,OFF-PA-10004285,13.36,2,0.0,6.4128,Cynthia Delaney,Home Office,San Diego,United States,California,West,92037,Xerox 1959,Paper,Office Supplies
2769,8386,CA-2017-137582,9/4/2017,9/8/2017,Standard Class,CV-12805,OFF-BI-10001757,11.808,3,0.2,4.1328,Cynthia Voltz,Corporate,New York City,United States,New York,East,10035,Pressboard Hanging Data Binders for Unburst Sheets,Binders,Office Supplies
7155,8387,CA-2015-149601,5/28/2015,6/3/2015,Standard Class,TB-21625,OFF-ST-10001558,16.24,1,0.0,2.436,Trudy Brown,Consumer,Grand Prairie,United States,Texas,Central,75051,Acco Perma 4000 Stacking Storage Drawers,Storage,Office Supplies
5739,8388,CA-2015-149601,5/28/2015,6/3/2015,Standard Class,TB-21625,OFF-ST-10001328,77.55,5,0.0,21.714,Trudy Brown,Consumer,Grand Prairie,United States,Texas,Central,75051,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies
1123,8389,CA-2014-139423,11/1/2014,11/5/2014,Standard Class,DG-13300,OFF-AP-10004708,76.12,2,0.0,22.0748,Deirdre Greer,Corporate,Philadelphia,United States,Pennsylvania,East,19134,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,Office Supplies
706,8390,CA-2016-102596,12/27/2016,12/30/2016,First Class,RD-19810,OFF-FA-10000621,17.184,6,0.2,6.2292,Ross DeVincentis,Home Office,Los Angeles,United States,California,West,90045,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,Office Supplies
805,8391,CA-2017-153227,12/4/2017,12/6/2017,First Class,CS-12250,OFF-PA-10001838,11.76,2,0.0,5.7624,Chris Selesnick,Corporate,Bossier City,United States,Louisiana,South,71111,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,Office Supplies
368,8392,CA-2017-110625,12/23/2017,12/30/2017,Standard Class,JB-16045,FUR-FU-10001473,27.46,2,0.0,9.8856,Julia Barnett,Home Office,Columbus,United States,Georgia,South,31907,DAX Wood Document Frame,Furnishings,Furniture
9742,8393,CA-2016-142594,12/1/2016,12/6/2016,Second Class,EJ-14155,TEC-PH-10000193,137.94,3,0.0,35.8644,Eva Jacobs,Consumer,Gulfport,United States,Mississippi,South,39503,Jensen SMPS-640 - speaker phone,Phones,Technology
611,8394,CA-2016-142594,12/1/2016,12/6/2016,Second Class,EJ-14155,FUR-FU-10002045,111.15,5,0.0,48.906000000000006,Eva Jacobs,Consumer,Gulfport,United States,Mississippi,South,39503,"Executive Impressions 14""",Furnishings,Furniture
3760,8395,CA-2016-142594,12/1/2016,12/6/2016,Second Class,EJ-14155,OFF-AP-10002945,901.95,3,0.0,297.6435,Eva Jacobs,Consumer,Gulfport,United States,Mississippi,South,39503,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,Office Supplies
2697,8396,CA-2016-142594,12/1/2016,12/6/2016,Second Class,EJ-14155,FUR-TA-10001095,366.009,3,0.3,-47.0583,Eva Jacobs,Consumer,Gulfport,United States,Mississippi,South,39503,Chromcraft Round Conference Tables,Tables,Furniture
5465,8397,CA-2014-152254,6/30/2014,6/30/2014,Same Day,BD-11620,OFF-PA-10001144,310.688,7,0.2,108.7408,Brian DeCherney,Consumer,San Francisco,United States,California,West,94122,Xerox 1913,Paper,Office Supplies
5755,8398,US-2014-120236,9/3/2014,9/4/2014,First Class,MR-17545,OFF-BI-10004099,7.68,5,0.8,-11.52,Mathew Reese,Home Office,Philadelphia,United States,Pennsylvania,East,19140,GBC VeloBinder Strips,Binders,Office Supplies
9682,8399,CA-2017-120061,11/2/2017,11/7/2017,Second Class,SR-20425,FUR-CH-10001973,155.372,2,0.3,-35.5136,Sharelle Roach,Home Office,Louisville,United States,Colorado,West,80027,Office Star Flex Back Scooter Chair with White Frame,Chairs,Furniture
6090,8400,CA-2015-133837,4/13/2015,4/18/2015,Standard Class,TH-21100,OFF-ST-10000344,10.744000000000002,1,0.2,0.8058,Thea Hendricks,Consumer,Los Angeles,United States,California,West,90045,"Neat Ideas Personal Hanging Folder Files, Black",Storage,Office Supplies
3259,8401,CA-2015-110814,12/5/2015,12/9/2015,Second Class,BD-11635,OFF-BI-10002026,232.4,5,0.2,78.435,Brian Derr,Consumer,Bowling Green,United States,Kentucky,South,42104,Avery Arch Ring Binders,Binders,Office Supplies
7391,8402,CA-2015-110814,12/5/2015,12/9/2015,Second Class,BD-11635,FUR-CH-10003535,164.646,3,0.1,12.8058,Brian Derr,Consumer,Bowling Green,United States,Kentucky,South,42104,"Global Armless Task Chair, Royal Blue",Chairs,Furniture
2924,8403,CA-2015-110814,12/5/2015,12/9/2015,Second Class,BD-11635,OFF-PA-10004156,22.68,2,0.0,11.1132,Brian Derr,Consumer,Bowling Green,United States,Kentucky,South,42104,Xerox 188,Paper,Office Supplies
1437,8404,CA-2016-154067,2/1/2016,2/7/2016,Standard Class,SM-20950,OFF-PA-10002254,105.52,4,0.0,48.5392,Suzanne McNair,Corporate,Greenville,United States,North Carolina,South,27834,Xerox 1883,Paper,Office Supplies
7005,8405,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,FUR-FU-10003247,83.92,4,0.0,5.8744,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623,36X48 HARDFLOOR CHAIRMAT,Furnishings,Furniture
2174,8406,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,TEC-AC-10002473,141.9,5,0.0,58.179,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623,Maxell 4.7GB DVD-R,Accessories,Technology
9831,8407,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,FUR-FU-10001057,39.98,2,0.0,9.1954,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623,Tensor Track Tree Floor Lamp,Furnishings,Furniture
4311,8408,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,OFF-AR-10001419,28.91,7,0.0,8.673,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623,Newell 325,Art,Office Supplies
4231,8409,CA-2017-140480,7/8/2017,7/12/2017,Standard Class,HE-14800,OFF-AR-10004010,174.95,5,0.0,45.487,Harold Engle,Corporate,Chicago,United States,Illinois,Central,60623,Hunt Boston Vacuum Mount KS Pencil Sharpener,Art,Office Supplies
5572,8410,CA-2015-134082,12/11/2015,12/17/2015,Standard Class,JK-15640,OFF-BI-10004230,110.528,4,0.2,38.6848,Jim Kriz,Home Office,New York City,United States,New York,East,10009,GBC Recycled Grain Textured Covers,Binders,Office Supplies
2037,8411,CA-2016-130820,11/15/2016,11/15/2016,Same Day,ON-18715,FUR-TA-10001768,630.024,4,0.4,-199.5076,Odella Nelson,Corporate,Eagan,United States,Minnesota,Central,55122,Hon Racetrack Conference Tables,Tables,Furniture
1643,8412,CA-2016-159765,5/9/2016,5/12/2016,Second Class,TH-21100,OFF-AR-10003514,27.86,7,0.0,9.1938,Thea Hendricks,Consumer,Los Angeles,United States,California,West,90045,4009 Highlighters by Sanford,Art,Office Supplies
8493,8413,CA-2017-132290,3/10/2017,3/14/2017,Standard Class,MD-17350,FUR-TA-10002228,933.408,4,0.3,-173.3472,Maribeth Dona,Consumer,Fayetteville,United States,Arkansas,South,72701,"Bevis Traditional Conference Table Top, Plinth Base",Tables,Furniture
4442,8414,CA-2016-147109,12/17/2016,12/21/2016,Standard Class,AH-10075,OFF-PA-10001972,51.84,10,0.2,18.144,Adam Hart,Corporate,New York City,United States,New York,East,10011,Xerox 214,Paper,Office Supplies
6887,8415,CA-2016-147109,12/17/2016,12/21/2016,Standard Class,AH-10075,TEC-AC-10002942,165.6,3,0.2,-6.21,Adam Hart,Corporate,New York City,United States,New York,East,10011,WD My Passport Ultra 1TB Portable External Hard Drive,Accessories,Technology
1333,8416,CA-2017-107265,4/6/2017,4/12/2017,Standard Class,ML-17755,OFF-PA-10000474,106.32,3,0.0,49.9704,Max Ludwig,Home Office,Suffolk,United States,Virginia,South,23434,Easy-staple paper,Paper,Office Supplies
8919,8417,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795,OFF-BI-10004330,147.92,5,0.2,46.225,Laurel Beltran,Home Office,Highland Park,United States,Illinois,Central,60035,"GBC Velobind Prepunched Cover Sets, Regency Series",Binders,Office Supplies
2375,8418,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795,OFF-ST-10000604,104.28,3,0.0,26.07,Laurel Beltran,Home Office,Highland Park,United States,Illinois,Central,60035,Home/Office Personal File Carts,Storage,Office Supplies
4531,8419,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795,FUR-TA-10004154,286.85,1,0.0,63.107,Laurel Beltran,Home Office,Highland Park,United States,Illinois,Central,60035,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Tables,Furniture
9918,8420,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795,OFF-ST-10000636,66.96,4,0.0,2.6784,Laurel Beltran,Home Office,Highland Park,United States,Illinois,Central,60035,Rogers Profile Extra Capacity Storage Tub,Storage,Office Supplies
6674,8421,CA-2017-118199,5/9/2017,5/11/2017,First Class,LB-16795,TEC-AC-10004171,199.98,2,0.0,87.9912,Laurel Beltran,Home Office,Highland Park,United States,Illinois,Central,60035,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Accessories,Technology
2124,8422,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,TEC-AC-10002167,45.0,3,0.0,4.95,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Accessories,Technology
703,8423,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,OFF-FA-10000621,17.9,5,0.0,8.771,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,Office Supplies
3845,8424,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,FUR-FU-10004053,40.48,2,0.0,17.4064,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,DAX Two-Tone Silver Metal Document Frame,Furnishings,Furniture
5262,8425,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,FUR-BO-10003404,2154.9,5,0.0,129.29399999999998,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",Bookcases,Furniture
5756,8426,CA-2016-137652,8/28/2016,8/30/2016,First Class,EB-13750,OFF-BI-10004099,18.432,8,0.7,-12.288,Edward Becker,Corporate,Seattle,United States,Washington,West,98103,GBC VeloBinder Strips,Binders,Office Supplies
9185,8427,CA-2015-128356,10/2/2015,10/7/2015,Standard Class,RP-19390,OFF-SU-10004290,10.944,2,0.2,0.9576,Resi Pölking,Consumer,Cleveland,United States,Ohio,East,44105,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Supplies,Office Supplies
2586,8428,CA-2017-167017,11/23/2017,11/25/2017,First Class,DC-12850,OFF-SU-10001935,4.36,2,0.0,0.1744,Dan Campbell,Consumer,Florence,United States,Alabama,South,35630,Staple remover,Supplies,Office Supplies
7298,8429,US-2017-132220,11/12/2017,11/16/2017,Standard Class,DJ-13510,TEC-AC-10004227,62.352,6,0.2,-10.9116,Don Jones,Corporate,Murfreesboro,United States,Tennessee,South,37130,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Accessories,Technology
3500,8430,CA-2016-118129,12/19/2016,12/21/2016,Second Class,CL-12565,FUR-FU-10004904,303.92,5,0.2,-30.392,Clay Ludtke,Consumer,Urbandale,United States,Iowa,Central,50322,"Eldon ""L"" Workstation Diamond Chairmat",Furnishings,Furniture
3367,8431,US-2014-113124,3/30/2014,4/5/2014,Standard Class,NC-18340,OFF-ST-10001511,129.3,2,0.0,6.465,Nat Carroll,Consumer,Lansing,United States,Michigan,Central,48911,Space Solutions Commercial Steel Shelving,Storage,Office Supplies
9045,8432,CA-2017-155621,11/8/2017,11/13/2017,Standard Class,KN-16450,FUR-FU-10003535,274.2,10,0.0,112.422,Kean Nguyen,Corporate,Jacksonville,United States,Florida,South,32216,Howard Miller Distant Time Traveler Alarm Clock,Furnishings,Furniture
5582,8433,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-FA-10000053,6.047999999999999,4,0.2,-1.3608,Scott Cohen,Corporate,San Francisco,United States,California,West,94122,Revere Boxed Rubber Bands by Revere,Fasteners,Office Supplies
3028,8434,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-PA-10004610,6.848,2,0.2,2.14,Scott Cohen,Corporate,San Francisco,United States,California,West,94122,Xerox 1900,Paper,Office Supplies
9414,8435,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,FUR-FU-10000550,9.96,5,0.6,-6.723,Scott Cohen,Corporate,San Francisco,United States,California,West,94122,Stacking Trays by OIC,Furnishings,Furniture
3625,8436,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-BI-10001721,8.552,2,0.8,-13.6832,Scott Cohen,Corporate,San Francisco,United States,California,West,94122,Trimflex Flexible Post Binders,Binders,Office Supplies
3179,8437,CA-2015-151470,9/20/2015,9/26/2015,Standard Class,AM-10705,OFF-BI-10004040,45.584,11,0.2,16.5242,Anne McFarland,Consumer,Auburn,United States,Alabama,South,36830,Wilson Jones Impact Binders,Binders,Office Supplies
2151,8438,CA-2015-112823,12/10/2015,12/16/2015,Standard Class,RA-19945,TEC-AC-10002550,25.488000000000003,2,0.2,4.4604,Ryan Akin,Consumer,Murrieta,United States,California,West,92563,Maxell 4.7GB DVD-RW 3/Pack,Accessories,Technology
5391,8439,CA-2014-108861,5/28/2014,6/1/2014,Standard Class,MM-17260,OFF-BI-10003876,136.96,4,0.2,51.36,Magdelene Morse,Consumer,Wilmington,United States,Delaware,East,19805,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Binders,Office Supplies
9287,8440,CA-2017-114370,3/14/2017,3/17/2017,Second Class,BN-11470,TEC-PH-10000213,49.61600000000001,2,0.2,4.9616,Brad Norvell,Corporate,Cary,United States,North Carolina,South,27511,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Phones,Technology
3877,8441,CA-2016-158302,12/8/2016,12/12/2016,Second Class,JB-16045,OFF-PA-10002615,10.584,3,0.2,3.4398,Julia Barnett,Home Office,Columbus,United States,Georgia,South,31907,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Paper,Office Supplies
1435,8442,CA-2017-145779,5/6/2017,5/10/2017,Standard Class,DB-13615,OFF-PA-10002254,84.416,4,0.2,27.4352,Doug Bickford,Consumer,Los Angeles,United States,California,West,90045,Xerox 1883,Paper,Office Supplies
3526,8443,US-2016-155173,3/6/2016,3/10/2016,Standard Class,JB-16045,TEC-PH-10004586,431.94,2,0.4,-71.99,Julia Barnett,Home Office,Columbus,United States,Georgia,South,31907,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Phones,Technology
4223,8444,US-2016-155173,3/6/2016,3/10/2016,Standard Class,JB-16045,OFF-BI-10002982,2.043,1,0.7,-1.4982,Julia Barnett,Home Office,Columbus,United States,Georgia,South,31907,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders,Office Supplies
9017,8445,US-2016-155173,3/6/2016,3/10/2016,Standard Class,JB-16045,TEC-PH-10002538,68.238,3,0.4,-12.5103,Julia Barnett,Home Office,Columbus,United States,Georgia,South,31907,Grandstream GXP1160 VoIP phone,Phones,Technology
3700,8446,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,FUR-TA-10001039,240.74400000000003,4,0.3,-13.7568,Adam Hart,Corporate,New York City,United States,New York,East,10011,KI Adjustable-Height Table,Tables,Furniture
8335,8447,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,FUR-FU-10004963,35.0,4,0.0,14.7,Adam Hart,Corporate,New York City,United States,New York,East,10011,"Eldon 400 Class Desk Accessories, Black Carbon",Furnishings,Furniture
3066,8448,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,FUR-FU-10000277,210.68,2,0.0,50.5632,Adam Hart,Corporate,New York City,United States,New York,East,10011,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,Furniture
7744,8449,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,FUR-TA-10004915,637.896,3,0.3,-127.5792,Adam Hart,Corporate,New York City,United States,New York,East,10011,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Tables,Furniture
2743,8450,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,OFF-PA-10003724,43.44,8,0.0,21.2856,Adam Hart,Corporate,New York City,United States,New York,East,10011,"Wirebound Message Book, 4 per Page",Paper,Office Supplies
8941,8451,CA-2017-125451,10/23/2017,10/24/2017,First Class,AH-10075,OFF-AP-10002906,2.22,1,0.0,0.6659999999999999,Adam Hart,Corporate,New York City,United States,New York,East,10011,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Appliances,Office Supplies
7419,8452,CA-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855,TEC-PH-10001459,1679.96,5,0.2,125.997,Arianne Irving,Consumer,Philadelphia,United States,Pennsylvania,East,19120,Samsung Galaxy Mega 6.3,Phones,Technology
7737,8453,CA-2016-125087,4/18/2016,4/23/2016,Standard Class,TH-21115,FUR-CH-10002880,344.372,4,0.3,-93.4724,Thea Hudgings,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Global High-Back Leather Tilter, Burgundy",Chairs,Furniture
7814,8454,CA-2016-125087,4/18/2016,4/23/2016,Standard Class,TH-21115,OFF-ST-10001780,1554.936,3,0.2,77.7468,Thea Hudgings,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Tennsco 16-Compartment Lockers with Coat Rack,Storage,Office Supplies
9823,8455,CA-2016-125087,4/18/2016,4/23/2016,Standard Class,TH-21115,FUR-FU-10004748,127.88,5,0.6,-67.137,Thea Hudgings,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Howard Miller 16"" Diameter Gallery Wall Clock",Furnishings,Furniture
6104,8456,CA-2016-154081,5/22/2016,5/29/2016,Standard Class,JE-15610,TEC-PH-10001918,222.384,2,0.2,22.2384,Jim Epp,Corporate,Milwaukee,United States,Wisconsin,Central,53209,Nortel Business Series Terminal T7208 Digital phone,Phones,Technology
1146,8457,US-2017-118556,5/28/2017,6/2/2017,Second Class,TH-21235,FUR-CH-10001146,106.869,3,0.3,-29.0073,Tiffany House,Corporate,Dallas,United States,Texas,Central,75081,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture
2364,8458,US-2017-118556,5/28/2017,6/2/2017,Second Class,TH-21235,OFF-BI-10004364,3.564,3,0.8,-6.237,Tiffany House,Corporate,Dallas,United States,Texas,Central,75081,Storex Dura Pro Binders,Binders,Office Supplies
5132,8459,CA-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715,OFF-BI-10002133,25.68,3,0.8,-39.804,Joe Elijah,Consumer,Broomfield,United States,Colorado,West,80020,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders,Office Supplies
5912,8460,CA-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715,OFF-BI-10002225,12.384,3,0.8,-19.8144,Joe Elijah,Consumer,Broomfield,United States,Colorado,West,80020,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Binders,Office Supplies
8192,8461,CA-2014-146500,8/30/2014,9/4/2014,Standard Class,AT-10735,OFF-BI-10002432,25.3,5,0.0,11.890999999999998,Annie Thurman,Consumer,Seattle,United States,Washington,West,98115,Wilson Jones Standard D-Ring Binders,Binders,Office Supplies
1367,8462,CA-2014-146500,8/30/2014,9/4/2014,Standard Class,AT-10735,OFF-ST-10000563,95.94,3,0.0,9.594,Annie Thurman,Consumer,Seattle,United States,Washington,West,98115,Fellowes Bankers Box Stor/Drawer Steel Plus,Storage,Office Supplies
6971,8463,CA-2015-169537,9/3/2015,9/7/2015,Second Class,JH-15820,OFF-LA-10001982,7.5,2,0.0,3.6,John Huston,Consumer,Kent,United States,Ohio,East,44240,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,Office Supplies
5613,8464,CA-2014-100881,3/28/2014,4/1/2014,Standard Class,DR-12940,TEC-PH-10003273,302.376,3,0.2,22.6782,Daniel Raglin,Home Office,Franklin,United States,Massachusetts,East,2038,AT&T TR1909W,Phones,Technology
5830,8465,CA-2015-144043,5/10/2015,5/15/2015,Standard Class,AB-10165,TEC-AC-10002718,46.688,4,0.2,-2.918,Alan Barnes,Consumer,Los Angeles,United States,California,West,90036,Belkin Standard 104 key USB Keyboard,Accessories,Technology
6116,8466,CA-2015-116512,4/9/2015,4/14/2015,Standard Class,MC-18100,OFF-ST-10001505,17.94,3,0.0,3.0498,Mick Crebagga,Consumer,El Paso,United States,Texas,Central,79907,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Storage,Office Supplies
8081,8467,CA-2015-101000,4/9/2015,4/14/2015,Standard Class,IG-15085,OFF-AP-10000179,370.14,3,0.0,144.3546,Ivan Gibson,Consumer,San Diego,United States,California,West,92024,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Appliances,Office Supplies
2954,8468,CA-2016-168557,9/19/2016,9/23/2016,Standard Class,FH-14275,OFF-BI-10002309,8.927999999999999,2,0.2,3.1248,Frank Hawley,Corporate,La Porte,United States,Indiana,Central,46350,Avery Heavy-Duty EZD  Binder With Locking Rings,Binders,Office Supplies
7780,8469,US-2016-164196,11/11/2016,11/17/2016,Standard Class,AS-10285,FUR-TA-10001950,2678.94,6,0.0,241.1046,Alejandro Savely,Corporate,San Francisco,United States,California,West,94109,Balt Solid Wood Round Tables,Tables,Furniture
3605,8470,US-2017-132031,4/23/2017,4/27/2017,Standard Class,PN-18775,FUR-BO-10001972,387.136,4,0.2,-14.5176,Parhena Norris,Home Office,New York City,United States,New York,East,10009,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Bookcases,Furniture
2165,8471,US-2017-132031,4/23/2017,4/27/2017,Standard Class,PN-18775,TEC-AC-10002473,45.408,2,0.2,11.9196,Parhena Norris,Home Office,New York City,United States,New York,East,10009,Maxell 4.7GB DVD-R,Accessories,Technology
3612,8472,US-2017-132031,4/23/2017,4/27/2017,Standard Class,PN-18775,FUR-FU-10000193,77.952,3,0.2,-11.6928,Parhena Norris,Home Office,New York City,United States,New York,East,10009,Tenex Chairmats For Use with Hard Floors,Furnishings,Furniture
3618,8473,US-2017-132031,4/23/2017,4/27/2017,Standard Class,PN-18775,OFF-LA-10000081,3.0,1,0.2,1.05,Parhena Norris,Home Office,New York City,United States,New York,East,10009,Avery 496,Labels,Office Supplies
